review_text,review_star
"There are several brands offering fitness band with different prices and features. But, at very reasonable price GOQii offer similar stuff. The personal fitness coach available for chat at any time of the day makes the product standout from others. Their encouragement and inspiration helps you to push your boundaries and achieve the fitness goals. The app also provide several videos and articles on physical and mental fitness which are really useful.  Live session with several fitness coaches is superb. This product has made a difference in my quality of life. Thanks GOQii Team for terrific job.",5.0 out of 5 stars
"False advertisement coach feature is only available in family plan which is of rs.1999. first u buy this band for 3000 bucks then again pay rs. 1999 for coach facility ,",1.0 out of 5 stars
Don't recommend as all the results are grossly wrong. BP monitor shows 106/66 whereas actual BP is 155/100. While I was at home the whole day it showed 4480 steps walked. Pathetic,1.0 out of 5 stars
Goqii has created an interesting method of getting fit. Its fun and easy.,4.0 out of 5 stars
I got the defective item. The box was already opened. The step count is way off. It counted 2600 steps while I was sleeping. Sleep monitoring is also not accurate. Battery lasts long only if you don't use HR BP monitoring.,3.0 out of 5 stars
"Let me start with the band, please bear in mind that the band doesn't do anything without the subscription, so if you are planning to use it just as a band, there are better and cheaper options available... Coming to the subscription, 3 months comes free after that you'll have to spend money to get additional subscription . Goqii has built an amazing ecosystem with Coaches, Doctors and Experts and has the potential to be a great product but it still isn't there. At this point I have just been taking help from the Coach that they provide, it is just a high level guidance about how to make small changes in your life in terms of habits, while I think it is a good idea but I would not want to pay for such common sense guidance that I l already know. I was expecting things like a detail diet plan etc but that is one me, should have done my research better.",3.0 out of 5 stars
Does not record sleep data correctly.,2.0 out of 5 stars
I must say this is the best fitness band in this price range with lots of benifits and features.,5.0 out of 5 stars
"Best of all fitness band used till now and it's ecosystem is best, battery performance under testing",5.0 out of 5 stars
"I am writing this review after using this app and associated services for more than 2 & 1/2 years. From being a basic pedometer, goqii tracker has added sleep, heart rate, blood pressure over a period of time. This review is not just about the app; but the overall services. Key advantages of Goqii are",5.0 out of 5 stars
"The device is a faulty one and shows incorrect steps, and it having lots of bugs. Call notification doesn't work, many times their app crashes, many times it doesn't record sleep timings properly. I started repenting my decision to buy this device within 2-3 days. You can use this product like a watch.",1.0 out of 5 stars
Quality of the tracker is okay. I can see space on the side from where water or sweat can easily enter. The product has a coloured display which is good. It also has bp monitor that is good enough not perfect. Step count is accurate. But the band has sync issues and the app is not good at all. All they are trying to do is sell you stuff on the app which is not why anyone  buys the band. The coaching feature is unique might even help some people but it is not for everyone. I suggest go for another brand with good app support and quality tracker.,2.0 out of 5 stars
"I had problem configuring and somehow managed to do it. BP check readings are not good, looks like a flaw. None of the data captured is accurate",2.0 out of 5 stars
"Hi Friends, goqii is not just a activity tracker watch but more than that..... It is health ecosystem which is equipped with fitness experts, coaches, doctors who guide you to meet your goals in genuine ways..... Coaches tracks you closely motivates you... Give tips and much more... I am using goqii for more than a year now and ripping lot of Health benefits.... There is complete transformation in my attitude, mindset and approach. I encourage everyone to give it a try. It is very reasonable along with that goqii offers goqii store which has lot of organic products... Etc. Which you can experience.",5.0 out of 5 stars
the product is not working well. it is not able to measure my blood pressure correctly,1.0 out of 5 stars
You can consider this product over mi band 3 because it has blood pressure monitor and coloured display and over all built quality is also very good and I think it better than mi band 3 in looks alsi.,5.0 out of 5 stars
"Good product, good goqii fitness Android apps and good customer care service",5.0 out of 5 stars
Amazing product and coaches are very interactive and encouraging. Will recommend it to all those who want to lead a healthy lifestyle.,5.0 out of 5 stars
"I have been using the band for more than a month now, and what I like the most is tha fully loaded App which sync's with it. This combination is just amazing with Coach support included. Plus you have so many live video sessions. The band itself is feature rich and  I can use it continuously too. Overall I would most certainly recommend this to my closes ones. Keep going guys, we love you 👍🏻💐",5.0 out of 5 stars
"Last 6 months I am using this watch... Step counts are perfect... Heart rate is ok... Not sure as when I checked with my trademill sensor it was showing me something different... Blood pressure is complete incorrect... Don't relay on it... But other services like coach, doctors..shows on goqii app are amazing.. and this price range I believe this is value for money :-)",3.0 out of 5 stars
It's a great service rather than being a tracker.,4.0 out of 5 stars
I have been with Goqii from the beginning.I always believed that just getting information and no guidance and mentoring about what to do with the information is useless.,4.0 out of 5 stars
Awesome experience with goqii band with coach i really love about goqii that they give dietitian to be fit thanks for this service,5.0 out of 5 stars
Time set on the smart watch runs slow. You need to mandatorily sync the watch with app atleast 2-3 times a week otherwise watch kept running slow. I didn't sync it for a week and it was running slow by more than 5 mins. It's same case with all pieces.,1.0 out of 5 stars
Awesome Service through dedicated Coaches..who keep you motivated with their proactive approach and regular guidance and inputs,5.0 out of 5 stars
Great product for getting fit and healthy.,5.0 out of 5 stars
"Very good app to track everything and couching also cheap and giving services great. Store with great discounts, Every day quizzer & Challenges with goqii cash, karma points and axis rewards. Everything is great in this app",5.0 out of 5 stars
One of the best products in the market.  It has all the features of a health band.  Best part is the coach and doctor on call,5.0 out of 5 stars
"Nice product and app. They have very helpful features like coach, health assessments,  live videos for yoga,  other fitness activities. The reading material is also good. They also organised fitness events in various cities. It's good to keep you on track to fitness. Only issue I found was that the screen has started losing touch response.",4.0 out of 5 stars
This watch is synchronised with android app. So good for nothing don't purchase it.Though Goqii is big brand it appears  that it's a fake watch or this was a discarded BATCH.,5.0 out of 5 stars
"I am giving it 2 star because of its battery life. It lasts only for approx 20 hours. While GOQii says that its battery life is of 7 days. Its other features are very good and motivates us for our health. And one issue that I found the box of GOQii band opened, however stuff in that is ok, but I will never go for any other purchases from Amazon.in",2.0 out of 5 stars
I have used so may pedometers / monitors / apps but this one is the most comprehensive in terms of all the stats / parameter / records / charting/ coaching / health education / health  shopping store..awesome,5.0 out of 5 stars
Product is good. But the fitness band can not be connected to Goqi app without purchasing  the paid subscription.This is not informed to customers prior to purchase.,1.0 out of 5 stars
i have been using Goqii from 3 months. This is excellent product to change lifestyle towards good,5.0 out of 5 stars
This app doesn't work with other mobile apps and the goqii app needs subscription. Its great for people who want to use goqii nutritionist etc but for those who just want to track fitness it's a bust. Also this does not send setps or heart rate to google fit. What they mean by Google fit sync is they fetch data from Google fit and do not send anything to it. That is not sync it's called leaching.,1.0 out of 5 stars
The battery drains in less than 2 days.,1.0 out of 5 stars
It just changed my lifestyle. I feel more motivated after using it. My coach helps me lot to achieve my goals.,5.0 out of 5 stars
One of the best gift I gave to myself ..keeps me on the move n have been tracking my habits through guidance of personal coaching ..truly my personal health mentor,5.0 out of 5 stars
Excellent! Especially the personal coach gives proper guidance from time to time. The product is also good and it is giving satisfactory reading.,5.0 out of 5 stars
Its been really helpful for tracking your daily activities and tge coach has also been really helpful.,5.0 out of 5 stars
"The only reason I bought this band because of the BP monitoring feature, but to my surprise the readings shown are way off from actuals. Seems like the readings are stuck under 110/70 even if you have high BP. Not sure if GOqii team can improve this through an update. If not this product is not even close to what is being advertised.",1.0 out of 5 stars
"Better display in vital. I've , used the earlier version and it's working till now.",5.0 out of 5 stars
It gives appropriate time and count steps. Beside that this product is very bad. Blood pressure calculation is no where close to correct. Once in a while it reads sleeping hours but cannot be trusted. Helpline executive promise to call back with solution but they will be polite if you call them but they will never call back.,1.0 out of 5 stars
"Good product , unique thing is it comes with 3 months coaching , grt tracking , only limitations are BP monitoring results are not correct but over all very good product and also with long battery life",5.0 out of 5 stars
Its been a necessity to my life,5.0 out of 5 stars
"Using it since Oct'18. Not a good one. BP calculation is poor. My actual BP is 140/100. Band showing 116/76! Synchronisation of data from Sleep Monitoring and Step Counting needs to be corrected. Yesterday slept for 6:15 min but band is showing 3:50 min! Yesterday at 23:30 hours my step count was 11k but after synchronization at 23:51 hours, step count was 24!",1.0 out of 5 stars
"Bought this product 4 months back, not worth buying I would say. Steps count arn't that much accurate, it counts while you are travelling. BP and heart rate are also not nearby to the actual numbers - I checked many times.",1.0 out of 5 stars
nice and good coaching is good..worth buying it,5.0 out of 5 stars
Activation Code is not working,1.0 out of 5 stars
It disconnects from phone after sometime. Manual sync is reqd after that or switch off & on of Bluetooth. Overall good  product in this price range,4.0 out of 5 stars
Good one for good price..value for money ..good fitness tracker.. happy buy..I have been using since  two years..nice product..😃 cool,5.0 out of 5 stars
Excellent product with wonderful backup team of coaches. The montioring system is also remarkable and quite better than other products.,5.0 out of 5 stars
"Very nice Band for fitness tracking, also software support is good, mobile down load and support team ready to sharing experience",5.0 out of 5 stars
Amazing product with great features,5.0 out of 5 stars
I love the goqii app and the mentorship provided. Goqii play is very helpful and I regularly view videos from here,5.0 out of 5 stars
Good product and with online coaching facility. Accurate and helpful information available in the app. Great product... Also one can see heart rate and BP in GOQii vital,5.0 out of 5 stars
Goqii is service. Which provides you a fitness coach and activitiy tracker. Which makes it unique and special. Wth the help of coach we can easily and quickly achieve our goals.,5.0 out of 5 stars
Excellent Fitness Tracker... With coach assistance.. Helps us to achieve our goal.. Easy sync.,5.0 out of 5 stars
Very useful product,5.0 out of 5 stars
Good product nd good coaching. Try it today,5.0 out of 5 stars
Excellent band and excellent support from coachs..,5.0 out of 5 stars
A better alternative to Mi Band 3. Though BP monitor is not 100 % accurate still can provide a timely warning.,5.0 out of 5 stars
It works fine...looks good but if you are planning to buy only due to BP monitor advantage then not worth it... Doesn't give correct reading not even close,3.0 out of 5 stars
One star less just for slow after sales service. Product is amazing...,4.0 out of 5 stars
It has regular command over ma habits all things which are important for ma health..goqii is there to give... extremely happy to use it also keep me motivated.. till now there is nothing about it,4.0 out of 5 stars
It's not a user friendly band to handle.function to understand very critical.when I got the band first thing I observe time sync problem. I tried a lot to fix according to troubleshooting  step but I was not succeed.their service is not free and they claim renew the service after couple of months.,1.0 out of 5 stars
"Amazing product, Helps You to stay Fit, Eat Healthy& achieve Your target Goals!",5.0 out of 5 stars
Totally useless. mine was broken in packing. i got the strap fixed from market. But it never switched on. Never buy.,1.0 out of 5 stars
Price is good and excellent product...,5.0 out of 5 stars
Excellent product!! Very Good band for a starter!! Coaching tips are amazing the Coach keeps you continuously motivating and keep the status updated about ur Goals!!,5.0 out of 5 stars
Product is ok but to continue we need to pay Rs 500 pa. Which is why we have no interest in this watch,1.0 out of 5 stars
Readings for BP is totaly wrong.  Checked with doctor readings. Totaly waste of money if ordered for HR and BP. Steps count may be correct.  Also battery not lasting for 2 days.  Disappointed with product.,1.0 out of 5 stars
"Value for money and great service, quality coaching available to guide you and specialist service also provided, undoubtedly a good try",5.0 out of 5 stars
Nice to use. Coaches and doctors are good.,5.0 out of 5 stars
"Good product for use, gives almost accurate readings however it's not perfect, but it's common for every such product .",4.0 out of 5 stars
This product not worth of money.. it tracks all data inaccurate. Data not updating correctly into application as well .,1.0 out of 5 stars
Awesome product. It gives accurate information about step count. And we can get many things by the app & awesome coaching by experts,5.0 out of 5 stars
The band doesn't come out easily for recharge. The manufacturers need to look into it and provide for easy recharge.,2.0 out of 5 stars
"Worth product, a great initiative to get in shape 👍, its coach advise it the best feature, very easy to connect and sync with ur smartphone.. games and quiz section is also very entertaining actually its a healthy entertainment, loved it",5.0 out of 5 stars
Motivating and best performance gadget,5.0 out of 5 stars
The step counting is great keeps you egging on. The anytime coach availability is something that helped me hook onto a fitness band else in was reluctant to invest in these.,5.0 out of 5 stars
It was worst ... watch nothing no battery backup doesn't gave proper pulses and heart beats...it all need to continues charging even how I send a returning request but still no person was came to pick it up from there ...,1.0 out of 5 stars
"I have used Goquii band for a year, it is fantastic and coaches keep motivating to improve our lifestyle, help us to improve",5.0 out of 5 stars
nice product but 12hr time slot not adjust always show 24hr time slot .......please fix this problem . . .,3.0 out of 5 stars
I loved the band. Its way better than mi band and other banda available at this price. It offers so many features at this price range. You can close your eyes and go for it,5.0 out of 5 stars
Battery life really long.,3.0 out of 5 stars
very good product. delivered within time. worth of money,4.0 out of 5 stars
"THERE IS A PROBLEM IN RECHARGING THE WATCH. KINDLY REPLACE IT OR REFUND THE AMOUNT, AS IT IS NOT WORKING NOW...",1.0 out of 5 stars
"Coach is not useful , IPhone users make safe distance from this product, also make a note that it’s not accurate",1.0 out of 5 stars
Provide complete information about activity...,5.0 out of 5 stars
Battery consuming. Doesn't last even a day. 2 days if not synced with phone. Strap quality not that good. Charging is a task.,1.0 out of 5 stars
Good product,4.0 out of 5 stars
Pro: Tracker and heart beat values are reliable.,2.0 out of 5 stars
Apart from standard features personalized coaching and it's continued monitoring by your coach is a great facility.,4.0 out of 5 stars
Good product supporter by a great app. Good support and availibility of coaches and trainer. Device motivate you and app keeps track of everything. Go for it...You will not regret the choice.,4.0 out of 5 stars
It serves the purpose. However the steps count and BP measurements are not accurate.,3.0 out of 5 stars
If you are healthy conscious than this is the one product help you to reduce or maintain weight . All coach help you,5.0 out of 5 stars
Very bad service .I think used product is give to e.as on first time use it is showing another date of start n battery back is very bad last in 3-4 hours only that's not useful .,1.0 out of 5 stars
"Product was really good and and it helps me keep track of my Steps, Burnt calories, etc.. The GoQii Coach was courteous and guides on time and provides very good recommendations.",5.0 out of 5 stars
1.battery life is good. You do not have to Recharge for 15 days.,4.0 out of 5 stars
Battery life is very less. Does not last for more than one day. BP reading are totally wrong. It automatically changes the display settings from 24 hr to 12 hr.,2.0 out of 5 stars
"Not getting charged. Bought it 3 months back and hardly used. Today when inserted in laptop USB port, not getting charged. Not recommended.",1.0 out of 5 stars
I purchased this almost 4 months back. It is a personal motivator. Then the Guide from Goqii is one of the wow factor making you to run behind your goal. It is really superb,5.0 out of 5 stars
This product is useless.We are being cheated.They are saying that the band has huge batterylife but the battery life is poor.It lasts only 1 day or less,2.0 out of 5 stars
I have been using the GOQII products since 2017 and I have changed my life style with help of my GOQII coach and doctor. Now I am HEALTHY AND BEING FIT!!,5.0 out of 5 stars
Awesome product..  Best fitness band used till date.. Great coaches. Great advice. Available 24 * 7. Better track of your fitness workouts. Awesome,5.0 out of 5 stars
Really useful.. gives u extra enthu to work more hard.. n also keeps a note on ur steps workout heart rate bp pulse....n lots more with the app!,5.0 out of 5 stars
I have found the guidance of coach preeti very helpful.also the articles are very informative.but water intake has to be filled manually,5.0 out of 5 stars
Sleep monitoring in tracker is efficient.,4.0 out of 5 stars
The battery life is not even a day. Pedometer gives all wrong counts. BP monitor and heart rate monitor are inaccurate. The overall experience is poor.,1.0 out of 5 stars
Very good tracker for health activity. I use it daily during my exercise. I am totally satisfied with the product,5.0 out of 5 stars
"Great product, greater coaches, videos and great to changes on own. Without any medications change your own habits. observe and enjoy.",5.0 out of 5 stars
"Band doesnt track steps properly . The trademill shows 1 km n band only shows 500-600 steps. N counts steps whi"" on bike or car too",1.0 out of 5 stars
Nice.,4.0 out of 5 stars
It's very good. I m using it for past 3 months. No issues. Just clean and wash the strap time to time.,5.0 out of 5 stars
The product fails in its basic function of recording steps. On the first day of use after a 1 hour stroll it recorded 17000 steps. Most unreliable,1.0 out of 5 stars
Worthless  it is not charging after 10 days of purchase.  This is hight of cheating.  No service centre no repair.,1.0 out of 5 stars
Nice coloured display.,5.0 out of 5 stars
BP monitor pathetic.. Not giving proper result.. Also design not suitable for male hand. Returned to Amazon immediately. Not advisable,1.0 out of 5 stars
"Battery back up only.for 2 day... should not be brought this product, they claim 7 day battery backup but it is.not preformed",1.0 out of 5 stars
Goqii is very good watch for health fitness,5.0 out of 5 stars
Good one. Worth for Money. Easy to connect to App and works as expected. Useful for those focus on fitness.,5.0 out of 5 stars
"Good app and tracker , good coaching enjoying the use",5.0 out of 5 stars
Bad battery backup . No data about the given,4.0 out of 5 stars
"Very effective and motivating, coaches are excellent as per time and space. The whole package is very well developed for Indian parlance",5.0 out of 5 stars
Product wise good but better is only two days if keep charging 3hours two days we can use contine good product,5.0 out of 5 stars
"Not accurate  BP .  It's leads me unhealthy condition. Please do not cheat customers  waste of mony , I am really fed up!!!",1.0 out of 5 stars
GOQii gives u everything for fitness which it is meant to be but battery struggle to get through 1 day,3.0 out of 5 stars
Update is needed in software for optimize of sensors and in app also,3.0 out of 5 stars
Very good product for fitness traking and it's free 3 month coaching really helpfully and coaches are very good experience,5.0 out of 5 stars
Good product. Using since last 5 months and its working fine . Happy with coaching experience and quality product .,5.0 out of 5 stars
Very pretty and useful,5.0 out of 5 stars
I liked this device but has stopped working in a span of few days. Would love to get a replace of the same.,1.0 out of 5 stars
Very cheap product .. very bad quality waste for money don’t buy this.... very bad Betty back up . .,1.0 out of 5 stars
It is waste of time as well as money i bought it for bp checking but it always tells wrong,1.0 out of 5 stars
"I have been on goqii since 2 years and I must say that Goqii Vital is their finest product. The acuaracy, build quality and every other aspect of the fitness tracker has been improved from previous bands. One thing those who are facing issue with bp monitor, just place your hand on table at heart level while measufing the blood pressure. It is the standard way of measuring bp with digital machines.",5.0 out of 5 stars
Very good product. Highly recommended,5.0 out of 5 stars
Loved the new blood pressure count feature . Also the sports mode is amazing. No need to manually put your activity anymore. And the best part is it's waterproof..,5.0 out of 5 stars
Very poor it's shows always sleep for 4 hours not than more and battery life is only 2 days they says  battery life for seven days but at normal uses it only last stands for two days,1.0 out of 5 stars
"We ordered two of this between me and my brother and found the same issues with both. The only good thing about this is the coach feature, the coach spent good time over the call understanding the goal and provided the solution and followed up with notes and habits. I was lucky to get a good coach but my brother's coach was not as responsive as mine.",1.0 out of 5 stars
Best fitness band which provides u service also..,5.0 out of 5 stars
Overall device is okay but my BP tracker is not working.,3.0 out of 5 stars
Great productGreat Services,5.0 out of 5 stars
It's nice product to stay fit and healthy.,3.0 out of 5 stars
"its a very good product, amazing battery life, and comes with superb coaching. It is a very slim and sleek band and feels like wearing nothing on your wrist. Being waterproof it can also be taken to swimming pool which is another feather in its cap.",5.0 out of 5 stars
Good product,5.0 out of 5 stars
Damaged,1.0 out of 5 stars
Good,5.0 out of 5 stars
"It gives you constant readings of BP which is far from reality, still a fan of goqiii ecosystem but this device is not of goqiii standard touch is buggy, notification doesn't work. Wrist wake up doesn't work at times.",1.0 out of 5 stars
MY First Ever One Start Review for a Product.,1.0 out of 5 stars
Band do not sync with app. Tried everything suggested by support. Absolutely useless app and band. Pls take this band back and return my money.,1.0 out of 5 stars
Oct25thReceived a defective piece.. It doesnt switch on and doesn't get charged. . . . . . . . .,1.0 out of 5 stars
"I am using GOQii bands since long and was waiting for Vital launch.. using it from week n I absolutely feel this as part of my body.. it's an asset with some exceptionally great features like BP monitor with great accuracy.. step counts , run mode , cycling mode and many more features... It's android app supports many functions as well which includes brain teasing games, health habit monitor cum reminder etc... It absolutely goes with today's fast lifestyle to support your health...thank you GOQii !",5.0 out of 5 stars
Cons.,3.0 out of 5 stars
This has the worst battery life. It says it has 7 day battery life but it barely lasts a day and a half. I would like my money back.,1.0 out of 5 stars
"It's not so accurate. Only steps are correct,",2.0 out of 5 stars
Really Awful product. Received it today.  It was advertised to have an accurate blood pressure monitor. The readings were so far from accurate that it astounded me.,1.0 out of 5 stars
"Recieved it today, so quick delivery. But a quick delivery isnt the thing that matters.The worst thing ever purchased.",1.0 out of 5 stars
